URL Number,Title,Category,Description,MP3 URL
"""14016""","""好想活……魂专题...""","""Gadio Pro""","""本期时间轴制作：Hardy、Successor of Socialism 好想活。本期节目内容很精彩，尤其适合那些没有尝试过这款优秀作品的朋友。游戏的开发背景，游戏本身的设计，世界观，趣闻应有尽有，最后更有武器甲胄的知识来让你体会这款游戏的用心之处，不要错过！ 有时间轴了！""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2F3495b935-c351-4555-ba16-96ba1fcfcc3b.mp3"""
"""14027""","""游戏名场面！""","""Gadio Life""","""回忆你印象最深的游戏名场面吧 本期新闻部分较长。热门游戏：broforce 黑魂 等等 新闻：任天堂直面会 TLOUPS4版本公布 腾讯谣传收购CAPCOM 专题：回忆你印象最深的游戏名场面吧！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F04%2F13%2F10848736819309702_hd.mp3"""
"""14042""","""GDC2014大会专题""","""Gadio Pro""",""" 前方记者周鲁带回来的访谈报道。采访内容包括：Voxibox团队 FTL团队 以及椰岛CEO。来从各方面了解一下今年GDC的情况吧！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F04%2F17%2F10935648703763462_hd.mp3"""
"""14055""","""搏与爱-谷歌专访""","""Gadio Pro""",""" 黑桐谷歌 ，游戏视频攻略达人。从事专业5年有余，与很多痴迷游戏的玩家一同开拓了一个“职业”-游戏解说。也同样是我们的同行，在中国一个主机游戏边缘化的环境中，这些人如何拼搏，如何生活，如何发展，来听听看。""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F04%2F21%2F11017729019280646_hd.mp3"""
"""14074""","""燃烧吧！钢の魂！上集""","""Gadio Pro""",""" 《燃烧吧！钢之魂（上） 》机核网终于开坑录制机战专题，本期节目荣幸请到星组核心巨巨@XXX @XXX 以及@母妃 与马扎电台主播@耗子 和我们一起畅聊萝卜头的浪漫！主持：@基核肿部 ""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F04%2F28%2F11179381655699590_hd.mp3"""
"""14090""","""有野的挑战状""","""Gadio Pro""",""" 你三十岁到四十岁的时候还会十年如一日的坚持挑战那些古早的电子游戏吗？也许你面临着上有老下有小的尴尬境地，老得像跟柱子一样顶着。但是有野晋哉还能时刻保持着这种怀旧情怀。每次看他玩过时的电子游戏，总觉得自己的人生又如同重新活了一次。还是那句话，别服老！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F05%2F03%2F11316409098189190_hd.mp3"""
"""14092""","""我的初体验！""","""Gadio Life""",""" 新闻：COD11 任天堂谣言 光之子 百视通9月X1上市 PS4独立游戏等等  专题：我们以前说过很多次第一次了，可是每个人的第一次都太精彩了，所以让我们经常拿出来说说吧！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F05%2F06%2F11385248565203334_hd.mp3"""
"""14104""","""70后vs90后 !""","""Gadio Life""",""" 新闻：任天堂重置口袋红蓝  deepdown新画面 怪物猎人2g ios版本 机核网4周年线下聚会 专题：70后的一冰与90后西红柿激烈碰撞 说说相差20年的时光 对于游戏有哪些不同感受""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F05%2F13%2F11536296390811526_hd.mp3"""
"""14107""","""GDC2014专题 3A与独立""","""Gadio Pro""",""" 游戏技术和时代一直在发展，二流的作品成活率都非常低，一款3A大作要做到什么样的水平才能够在市场中拼杀出一条血路，这条路上死掉的人太多，陷阱也太多，只有一线团队可以留下自己的印记。但是独立游戏却完全相反，听听GDC前方的消息吧！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F05%2F15%2F11573419134968070_hd.mp3"""
"""14118""","""我们的4周年！""","""Gadio Life""",""" 机核网四周年了 三个伙伴一起为大家总结了一下这几年的收获和感想，也为一些在问卷调查中提出问题的朋友们做了一些交流，时间飞快，咱们4周年线下聚会见吧！ 新闻：马车8 口袋妖怪红蓝重置定名 Halo5定名 Farcry4公布等等""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F05%2F18%2F11663699884413958_hd.mp3"""
"""14124""","""你没听过的VGL~""","""Gadio Pro""",""" Video Game Live 中国巡演。可能是作为游戏机玩家唯一的幸福时刻，当MGS，战神，马里奥的交响乐想起的时候，每个人都会眼眶湿润，浑身发抖。这期节目我们请来了主办方和主持人多边形，告诉你这5年VGL音乐会的各种内幕和艰辛！并且疯狂爆料2014年VGL音乐会的内容！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F05%2F22%2F11735594684908678_hd.mp3"""
"""14187""","""功“成”名“就” （专访UCG纱伽）""","""Gadio Pro""",""" “hey，全成就了吗？”如果放在十年前，你绝对以为问你这话的是神经病。然而如今，“成就”通过不同平台和系统的更迭与改进，已经成为MS硬件平台上最引以为傲的系统。今天机核网就有幸邀请@三千院丽 和大家一起聊聊成就那些NB事儿""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F05%2F28%2F11895357536084614_hd.mp3"""
"""14193""","""核不核心？好玩就行！""","""Gadio Pro""",""" 今天邀请到微软娱乐工作室的乐大山以及他的女友，任职于YMC Network的Jennifer一起和我们聊聊主机与手游的创新，核心与非核心的话题，自诩为“核心”玩家的我们，是否会本能的始终抵触页游手游？抑或页游手游会真的迎来一次精品化的革命？总结只有一点：好玩就行啦！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F03%2F12026570665427078_hd.mp3"""
"""14218""","""E3 2014前瞻！""","""Gadio Pro""",""" E3 2014 机核网在洛杉矶为您发来前方报道！这一期是展前前瞻！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F09%2F12170375297248390_hd.mp3"""
"""14219""","""E3 2014微软+UBI发布会专题！""","""Gadio Pro""",""" E3 2014微软+UBI发布会专题！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F11%2F12201459318349574_hd.mp3"""
"""14220""","""E3 2014索尼+EA发布会专题""","""Gadio Pro""",""" E3 2014索尼+EA发布会专题""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F11%2F12201587899002630_hd.mp3"""
"""14221""","""E3 2014 试玩体验串烧.上""","""Gadio Pro""",""" Nintendo:《超级大乱斗》《 海拉尔无双》《 Splatoon》《 贝奥妮塔2》《 Mario Maker》 Sony：《The Order 1886 》《BloodBorne》 Microsoft：《Sunset Overdrive》《Deadrising3-DLC》试玩串烧！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F11%2F12215659285063942_hd.mp3"""
"""14228""","""E3 2014 试玩体验串烧.下集""","""Gadio Pro""",""" 试玩体验包括以下游戏内容：《Desiny》《The Division》《Dying Light》《COD11》《Entwined》《Fintasia》《Witcher3》《Everbody’s gone to the rapture》《The Evil Within》""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F20%2F12424587164031750_hd.mp3"""
"""14230""","""世界杯和那些足球游戏！""","""Gadio Life""",""" 新闻：上海文广 与微软索尼 ，日本Xbox one等等新闻  专题：请来懂球的朋友崔颢一起聊聊足球游戏，从94年开始，世界杯一届一届更迭，同样的足球游戏也时刻都在更新换代，那些年代都有哪些人哪些事，一起回忆一下吧！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F22%2F12477522367422598_hd.mp3"""
"""14240""","""懂技术的美术！""","""Gadio Pro""",""" 想知道什么是技术美术么？想知道古墓丽影9里面的劳拉头发是谁的主意么？想知道Crystal Dynamics在开发古墓丽影时候的故事么？想知道如何进入3A大厂么？听听这期吧！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F06%2F30%2F12649987315861638_hd.mp3"""
"""14244""","""用钢琴说话的嗲妹子！-Zeta专访""","""Gadio Pro""",""" 已经记不住几岁开始弹琴的姑娘-Zeta，在VGL现场为我们奉献了超多的游戏名曲的现场演出，赤色要塞组曲，魂斗罗组曲，可能你们都在网上看到或者听到过哦！本次VGL2014中国巡演4站她都会出席演出！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F07%2F03%2F12724084360097030_hd.mp3"""
"""14249""","""放暑假！""","""Gadio Life""",""" 新闻：Fifa2015 PES2015信息，Cliff B与Gurreilla新作品公布，CCG与CJ预热等等新闻。专题：【放暑假】！我们这次请来两位分别出生于97年和99年的小朋友，与安藤和机和朱军两位老师聊聊各自的暑假，20年前的暑假和今天的暑假有哪些分别，又有哪些是相通的呢？相信快乐的心是一成不变的！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F07%2F07%2F12814410475144582_hd.mp3"""
"""14259""","""燃烧吧！钢の魂！下集""","""Gadio Pro""",""" 机战下期开播！本期节目主持人@基核肿部 邀请嘉宾@大头昊子 @Louiky穆 还有资深女萝卜粉兔子以及大河内民名丸社长一齐深度讨论机战系列中好玩儿的花边知识，中后期@大头昊子 与社长的“真人PK”更是精彩纷呈，知识控必听！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F07%2F10%2F12880417412521350_hd.mp3"""
"""14267""","""花钱！""","""Gadio Life""",""" 新闻：微软CCG消息 索尼CCG消息 以及任天堂直面会内容 专题：在游戏上花了多少钱了？记不记得第一次花钱是什么时候？玩正版游戏以后还会回去玩盗版游戏吗？明知故犯的事情做了多少次？""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F07%2F14%2F12965746870160006_hd.mp3"""
"""14277""","""放纵！""","""Gadio Life""",""" 新闻：Doom新作公布 Evil within提前发售 耀西岛新作 零新作 等等 热门游戏：Destiny试玩体验 Guacamelee再次火爆 等等 专题：玩游戏时候的放纵经历串烧，你知道 沉迷游戏会伤害亲人吗？你知道撸多了会变成Loser吗？你知道马里奥其实有性的暗语吗？尽在此期！""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F07%2F21%2F13127313875710854_hd.mp3"""
"""14284""","""爸！还我手柄！""","""Gadio Pro""",""" 今天节目我们请来了有史以来最年长的嘉宾，50岁的西红柿老爸，跟我们一起聊一聊他的游戏经历，从24岁玩到50岁，一位真正见证了游戏业的发展和变化的玩家，让我们听听 是怎么看待游戏，怎么看待游戏对孩子的影响，怎么健康的玩游戏吧。""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F07%2F24%2F13206013782572550_hd.mp3"""
"""14296""","""我在顽皮狗-重制版（专访许可）""","""Gadio Pro""",""" “现在PS3上最棒的游戏又变成了PS4上最棒的游戏”--IGN给《The last of us》重制版再次给出了10分的满分评价。机核网只好借此机会也重制一下曾经的节目了！哈哈哈！这期节目讲再次采访就职于顽皮狗的程序员许可。""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F07%2F29%2F13314087776207878_hd.mp3"""
"""14306""","""GTAV音乐赏析""","""Gadio Music""",""" 《 Lexicon Devil》《Windowlicker》《 Black Betty》《I Don't Care Anymore》《Everybody Wants to Rule the World》《West End Girls》《 Rooster in My Rari (T'N'GHT Mix)》《A$AP Rocky》《One Girl-One Boy》《Change of Coast》等""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F08%2F05%2F13496176404379782_hd.mp3"""
"""14308""","""鬼话连篇！""","""Gadio Life""",""" 恐怖游戏你喜欢吗？知道身边的都市传说吗？听过发生在主持人身边的可怕故事么，又是一次虐的节目，西蒙数次脊背发凉！和三年前的那次节目一样，本期录音中又出现了一些意外的状况…………""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F08%2F10%2F13613003273225094_hd.mp3"""
"""14311""","""Xbox与中国开发者""","""Gadio Pro""",""" 相信很多玩家和开发者都对本次主机进入中国将会对本土游戏有什么样的支持，那么我们就从微软谈起，本期请来曾出现在Xbox中国发布会上的几位开发者，周鲁，梁其伟，神猫以及微软方面负责人安安，一起告诉你什么是ID@xbox，它有什么样的政策，作为一个中国的开发者，应该如何与主机厂商合作。""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F08%2F13%2F13679794846310918_hd.mp3"""
"""14313""","""漫谈非线性叙事""","""Gadio Pro""",""" 非线性叙事与线性叙事是游戏中不同的两类叙事方式，我们熟知的超凡双生，MGS原爆点等等游戏都有非线性叙事的影子，而独立游戏中的斯坦利语言还有上帝看着你等等，也同样用到了这种叙事方式，我们请来核心玩家RED，和我们一起聊聊关于讲故事的故事。""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F08%2F18%2F13776967945222790_hd.mp3"""
"""14321""","""在游艺厅长大的人！""","""Gadio Life""",""" 新闻：微软中文系统，钢之魂演唱会，游戏界冰桶挑战，生化危机启示录2，ps home关闭 专题：千载难逢的机会，我们认识了经营游戏机厅世家的少东家老杨，从小学到大学，从fc到ps2，一个辽宁县城的游戏机厅都经历了哪些风风雨雨？""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F08%2F25%2F13947977976749190_hd.mp3"""
"""14326""","""电影改编游戏 20世纪篇""","""Gadio Pro""",""" ET 星球大战 007 回到未来 银翼杀手 捉鬼敢死队 ，除去这些耳熟能详的洋大片以外，其实还有很多很多游戏都被改编成了电影，比如……地道战！灵幻道士！这些你都知道吗？听我们细数20世纪那些经典作品吧""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F08%2F28%2F14018161496750982_hd.mp3"""
"""14336""","""安利！""","""Gadio Life""",""" 新闻：New 3ds公布 GTAV传言 微软港服卖场临时工 等新闻 专题：你是否经常给别人推荐你自己认为“特别好玩”的游戏？你是否有特别信任的朋友他说什么游戏好玩你就买什么？你是否有推销不出去的游戏？这期就聊聊这个事""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F09%2F01%2F14111793126755462_hd.mp3"""
"""14339""","""波兰人的RPG－巫师""","""Gadio Pro""","""本期时间轴供稿：alecwong本期时间轴制作：老斧子 《巫师》这款游戏在很多游戏网站的分类中都是“美式RPG”，这游戏咋看一眼也确实有着美式RPG的风貌。但是这却是一款地地道道的“波兰式”游戏，不论是主要角色的人物塑造，还是世界观设定中整个政治版图的分割，都默默的散发着一种“非主流”的气息，那么这种气息从何而来？听听麦教授的分析 地地道道的“波兰式”游戏""","""https://www.gcores.com/link?target=https%3A%2F%2Falioss.gcores.com%2Fuploads%2Faudio%2Ff5600f01-f0ae-424d-8c96-c122c80013fb.mp3"""
"""14349""","""織田戰國傳.上""","""Gadio Pro""",""" Kululu回归啦～深受大家喜爱的日本战国史达人Kululu老师回归，借《信长之野望》的热潮，以最为详细全面的方式为大家逐一解析所有大名家的“战国传”，今天我们从织田家开始，细数“家中统一”“桶狭间之战”“上洛”“信长包围网”等等著名历史事件""","""https://www.gcores.com/link?target=https%3A%2F%2Fcdn.lizhi.fm%2Faudio%2F2014%2F09%2F09%2F14296795355156998_hd.mp3"""
